Age,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,mental_health_consequence,coworkers,supervisor,obs_consequence,Gender_Cleaned,benefits_n,care_n,wellness_n,help_n,anon_n,leave_n,support_score,state_full,remote_n,tech_n,self_n,size_n,consequence_n
34,No,No,No,Don't know,More than 1000,Yes,Yes,No,Some of them,Yes,No,Male,0.5,0.5,0.5,0.5,0.5,0.5,3.0,Florida,1,1,0,6,0
43,No,No,No,Don't know,More than 1000,No,Yes,No,Some of them,Yes,No,Male,1.0,0.0,1.0,1.0,0.5,0.5,4.0,Massachusetts,0,1,0,6,0
48,No,Yes,No,Often,26-100,No,Yes,Yes,No,Some of them,Yes,Female,0.5,0.0,0.0,0.0,0.0,0.0,0.5,California,0,1,0,3,2
20,No,No,No,Never,26-100,No,Yes,No,Some of them,Yes,No,Male,0.5,0.5,0.5,0.5,0.5,0.5,3.0,Washington,0,1,0,3,0
40,Yes,No,No,Sometimes,1-5,Yes,Yes,Yes,Some of them,No,No,Male,0.5,0.5,0.0,0.0,0.5,0.75,2.25,Michigan,1,1,1,1,2
35,No,Yes,Yes,Sometimes,1-5,No,No,No,Some of them,Yes,No,Male,0.0,1.0,0.0,0.0,1.0,0.5,2.5,Michigan,0,0,0,1,0
29,No,Yes,No,Sometimes,More than 1000,Yes,No,Maybe,Some of them,No,No,Male,1.0,1.0,0.0,1.0,1.0,1.0,5.0,Wisconsin,1,0,0,6,1
40,No,No,No,Never,100-500,No,Yes,Maybe,Some of them,Some of them,No,Male,1.0,0.5,0.0,0.5,0.5,0.5,3.0,California,0,1,0,4,1
29,No,Yes,Yes,Rarely,100-500,No,Yes,No,Yes,Yes,No,Female,1.0,0.5,0.5,0.0,0.5,0.5,3.0,California,0,1,0,4,0
34,No,No,Yes,Sometimes,1-5,No,Yes,Yes,No,No,No,Male,0.0,0.0,0.0,0.0,0.5,0.5,1.0,Texas,0,1,0,1,2
24,No,Yes,Yes,Often,6-25,No,Yes,No,Some of them,Yes,Yes,Female,1.0,1.0,0.0,0.0,1.0,1.0,4.0,New York,0,1,0,2,0
47,No,No,No,Don't know,100-500,Yes,Yes,Yes,No,No,No,Female,0.5,0.0,0.0,0.5,0.5,0.0,1.5,Pennsylvania,1,1,0,4,2
36,No,No,No,Rarely,More than 1000,No,Yes,No,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,0.25,5.25,Pennsylvania,0,1,0,6,0
43,No,No,Yes,Sometimes,More than 1000,No,No,Maybe,Some of them,Yes,No,Male,0.5,0.0,0.0,0.5,0.5,0.0,1.5,Georgia,0,0,0,6,1
31,No,Yes,Yes,Sometimes,100-500,No,Yes,No,Yes,Yes,No,Female,1.0,1.0,0.0,0.0,0.5,0.25,2.75,New York,0,1,0,4,0
35,No,No,No,Sometimes,More than 1000,No,Yes,Maybe,Some of them,No,No,Male,0.5,0.5,1.0,0.5,0.5,0.5,3.5,California,0,1,0,6,1
33,No,Yes,No,Don't know,26-100,No,No,No,Some of them,Some of them,No,Male,1.0,0.0,0.0,0.0,1.0,0.25,2.25,Tennessee,0,0,0,3,0
34,No,No,Yes,Sometimes,100-500,No,Yes,Maybe,Some of them,No,No,Male,0.5,0.0,1.0,0.5,1.0,0.5,3.5,Tennessee,0,1,0,4,1
40,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,Yes,No,Male,0.0,1.0,0.0,0.0,1.0,1.0,3.0,Tennessee,1,1,1,1,0
40,No,No,No,Rarely,More than 1000,No,Yes,No,Some of them,Some of them,No,Male,1.0,1.0,1.0,1.0,1.0,0.5,5.5,Illinois,0,1,0,6,0
42,No,No,Yes,Sometimes,1-5,Yes,Yes,Maybe,No,No,No,Male,0.0,1.0,0.0,0.0,0.5,0.75,2.25,Wisconsin,1,1,0,1,1
23,No,Yes,No,Don't know,26-100,Yes,Yes,Maybe,No,Some of them,No,Male,1.0,1.0,0.0,0.5,1.0,0.5,4.0,Kentucky,1,1,0,3,1
25,No,Yes,No,Don't know,More than 1000,No,Yes,No,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,1.0,6.0,California,0,1,0,6,0
51,No,No,No,Never,More than 1000,Yes,Yes,No,Yes,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Minnesota,1,1,0,6,0
24,No,No,No,Don't know,6-25,No,Yes,No,Some of them,Yes,No,Male,0.5,0.5,0.5,0.0,1.0,0.75,3.25,Tennessee,0,1,0,2,0
33,No,No,No,Don't know,100-500,No,Yes,Maybe,Some of them,Yes,No,Male,0.0,0.0,0.0,0.0,0.5,0.5,1.0,Minnesota,0,1,0,4,1
23,No,No,No,Never,100-500,No,No,Maybe,Some of them,Some of them,No,Male,0.5,0.0,0.5,0.5,0.5,0.5,2.5,Illinois,0,0,0,4,1
33,No,Yes,Yes,Often,6-25,Yes,Yes,Yes,Some of them,Yes,No,Male,0.0,1.0,0.0,0.0,0.5,0.0,1.5,Tennessee,1,1,0,2,2
46,No,No,Yes,Rarely,More than 1000,No,No,Yes,No,No,No,Male,1.0,1.0,1.0,1.0,1.0,0.75,5.75,Illinois,0,0,0,6,2
39,No,No,No,Don't know,1-5,Yes,Yes,Maybe,Some of them,Yes,No,Male,0.0,1.0,0.0,0.0,0.5,0.0,1.5,Kansas,1,1,0,1,1
56,No,No,Yes,Rarely,More than 1000,Yes,Yes,No,Yes,Yes,No,Male,1.0,1.0,0.5,1.0,1.0,0.75,5.25,California,1,1,0,6,0
39,No,No,No,Don't know,More than 1000,Yes,Yes,No,Some of them,Yes,No,Male,0.5,0.5,0.5,0.5,0.5,0.5,3.0,Tennessee,1,1,0,6,0
37,No,Yes,No,Don't know,500-1000,No,No,Maybe,No,No,No,Male,1.0,1.0,0.0,0.0,1.0,1.0,4.0,Oklahoma,0,0,0,5,1
30,Yes,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,No,No,No,Male,0.5,0.5,0.0,0.5,0.5,0.0,2.0,California,1,1,1,2,2
31,No,No,No,Don't know,26-100,No,Yes,Maybe,Some of them,Some of them,No,Male,1.0,0.0,1.0,0.0,1.0,0.75,3.75,Tennessee,0,1,0,3,1
29,No,No,No,Don't know,More than 1000,No,No,Maybe,No,Some of them,No,Male,0.5,0.5,0.0,0.5,0.5,0.5,2.5,Texas,0,0,0,6,1
31,No,No,Yes,Never,26-100,No,Yes,Maybe,No,No,No,Male,1.0,1.0,0.0,0.5,1.0,1.0,4.5,Colorado,0,1,0,3,1
29,No,Yes,Yes,Sometimes,26-100,No,Yes,Maybe,Some of them,Some of them,No,Male,0.5,0.5,0.5,0.5,0.5,0.5,3.0,Tennessee,0,1,0,3,1
30,No,No,No,Never,26-100,Yes,Yes,No,Some of them,Yes,No,Male,1.0,1.0,0.5,0.5,1.0,1.0,5.0,Georgia,1,1,0,3,0
37,No,No,No,Never,500-1000,Yes,Yes,Maybe,Some of them,Yes,Yes,Male,1.0,0.0,1.0,0.5,0.5,0.5,3.5,Tennessee,1,1,0,5,1
36,Yes,No,No,Never,1-5,No,Yes,No,Some of them,Yes,No,Male,1.0,0.0,0.0,0.5,0.5,0.25,2.25,Virginia,0,1,1,1,0
35,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Maybe,Some of them,No,No,Male,1.0,1.0,0.0,0.5,0.5,0.5,3.5,Tennessee,1,1,0,3,1
39,No,Yes,No,Sometimes,More than 1000,No,Yes,Maybe,Some of them,Yes,Yes,Male,1.0,0.0,1.0,1.0,0.5,0.5,4.0,Tennessee,0,1,0,6,1
42,Yes,Yes,No,Sometimes,6-25,Yes,No,Maybe,Some of them,No,No,Male,1.0,0.5,0.5,1.0,0.5,0.5,4.0,Virginia,1,0,1,2,1
32,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,Some of them,No,No,Male,0.0,1.0,0.0,0.0,0.5,0.0,1.5,Tennessee,1,1,1,1,2
29,No,Yes,No,Don't know,100-500,No,Yes,No,Some of them,Yes,No,Male,0.5,0.5,0.5,0.5,0.5,0.5,3.0,Tennessee,0,1,0,4,0
30,No,Yes,No,Never,100-500,No,Yes,Yes,Some of them,No,No,Male,1.0,0.0,0.5,1.0,0.5,0.0,3.0,Tennessee,0,1,0,4,2
40,No,Yes,Yes,Often,500-1000,Yes,Yes,Maybe,Some of them,Some of them,No,Male,0.5,0.5,0.0,0.5,0.5,0.5,2.5,Tennessee,1,1,0,5,1
51,No,No,No,Don't know,100-500,No,No,No,Some of them,Yes,No,Male,0.5,0.5,0.0,0.5,0.5,0.25,2.25,Tennessee,0,0,0,4,0
33,No,No,No,Never,More than 1000,No,Yes,No,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,0.75,5.75,Indiana,0,1,0,6,0
50,Yes,No,No,Never,1-5,Yes,Yes,No,Some of them,Yes,No,Male,0.0,1.0,0.0,0.0,1.0,0.75,2.75,Virginia,1,1,1,1,0
24,No,No,No,Sometimes,26-100,Yes,Yes,No,Some of them,Yes,No,Male,0.5,0.0,0.0,0.5,0.5,0.75,2.25,Texas,1,1,0,3,0
25,No,Yes,Yes,Rarely,26-100,No,No,Yes,No,No,No,Male,0.0,0.0,0.0,0.0,0.5,0.5,1.0,Texas,0,0,0,3,2
25,Yes,No,Yes,Often,1-5,No,Yes,Maybe,Some of them,Some of them,Yes,Female,1.0,1.0,1.0,1.0,1.0,1.0,6.0,California,0,1,1,1,1
51,Yes,No,No,Never,1-5,No,Yes,No,Some of them,Some of them,No,Male,0.0,1.0,0.0,0.0,1.0,0.25,2.25,Colorado,0,1,1,1,0
49,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,Yes,Male,1.0,1.0,0.0,1.0,1.0,0.25,4.25,Oregon,0,1,0,6,2
30,No,No,No,Don't know,More than 1000,Yes,Yes,Yes,No,No,No,Male,1.0,0.0,1.0,1.0,0.5,0.5,4.0,Oklahoma,1,1,0,6,2
25,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,No,Female,1.0,1.0,1.0,0.0,0.5,0.5,4.0,Ohio,0,1,0,6,2
36,No,No,Yes,Rarely,500-1000,Yes,Yes,Maybe,No,No,No,Male,1.0,1.0,0.5,0.5,0.5,0.5,4.0,Tennessee,1,1,0,5,1
48,No,No,Yes,Never,More than 1000,No,Yes,Maybe,Yes,Yes,Yes,Male,1.0,1.0,1.0,1.0,1.0,0.5,5.5,Virginia,0,1,0,6,1
53,No,No,Yes,Rarely,6-25,Yes,Yes,Maybe,Some of them,No,No,Male,1.0,1.0,0.0,1.0,0.5,0.5,4.0,Oregon,1,1,0,2,1
33,No,Yes,Yes,Sometimes,26-100,No,Yes,No,Yes,Yes,No,Male,0.5,1.0,0.0,1.0,0.5,0.75,3.75,Oregon,0,1,0,3,0
30,Yes,No,No,Never,1-5,Yes,Yes,Maybe,Some of them,Some of them,No,Male,0.0,1.0,0.0,0.0,1.0,0.75,2.75,Pennsylvania,1,1,1,1,1
31,No,No,No,Don't know,More than 1000,Yes,Yes,No,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,1.0,6.0,South Carolina,1,1,0,6,0
22,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,No,No,No,Female,0.5,0.5,0.0,0.5,0.5,0.5,2.5,California,0,1,0,6,2
28,No,Yes,No,Sometimes,6-25,No,Yes,No,Some of them,Yes,No,Male,0.5,0.5,0.0,0.5,0.5,0.75,2.75,Tennessee,0,1,0,2,0
35,No,Yes,Yes,Rarely,26-100,No,No,Maybe,Some of them,Some of them,No,Male,1.0,1.0,0.0,1.0,1.0,0.25,4.25,Utah,0,0,0,3,1
28,No,Yes,Yes,Sometimes,26-100,No,No,Maybe,Some of them,Some of them,No,Male,1.0,0.0,0.0,0.0,0.5,0.5,2.0,California,0,0,0,3,1
33,No,Yes,No,Don't know,500-1000,No,Yes,No,Yes,Yes,No,Male,1.0,0.0,0.5,0.5,0.5,1.0,3.5,Missouri,0,1,0,5,0
29,No,No,No,Sometimes,More than 1000,No,Yes,Yes,No,No,No,Male,1.0,0.0,1.0,0.0,0.5,0.5,3.0,California,0,1,0,6,2
29,No,No,No,Don't know,26-100,No,Yes,No,Some of them,Some of them,No,Male,1.0,1.0,1.0,1.0,0.5,0.75,5.25,New York,0,1,0,3,0
25,No,No,No,Don't know,100-500,Yes,Yes,No,Yes,Yes,No,Male,1.0,0.0,0.0,0.0,1.0,0.5,2.5,Texas,1,1,0,4,0
31,No,Yes,No,Never,100-500,No,Yes,No,Some of them,Yes,No,Male,0.5,0.0,0.5,0.5,0.5,1.0,3.0,Missouri,0,1,0,4,0
35,No,Yes,Yes,Sometimes,6-25,No,No,Maybe,Some of them,Yes,No,Female,1.0,0.5,1.0,1.0,1.0,0.25,4.75,Georgia,0,0,0,2,1
34,No,No,No,Often,1-5,No,Yes,No,Some of them,Yes,No,Male,0.5,0.0,0.0,1.0,0.5,1.0,3.0,Texas,0,1,0,1,0
43,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Some of them,No,Yes,Male,1.0,1.0,0.0,1.0,1.0,0.0,4.0,Washington,1,1,0,4,2
38,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,No,Some of them,No,Male,0.0,0.5,0.0,0.0,0.5,0.0,1.0,Washington,0,1,0,4,2
26,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Maybe,Some of them,Some of them,Yes,Male,0.5,0.5,0.0,1.0,1.0,0.0,3.0,Washington,0,1,0,6,1
42,No,No,Yes,Often,6-25,No,Yes,Yes,No,No,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,Texas,0,1,0,2,2
32,No,No,Yes,Rarely,More than 1000,No,Yes,Maybe,Some of them,Some of them,No,Male,1.0,1.0,1.0,1.0,1.0,0.75,5.75,Washington,0,1,0,6,1
44,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Maybe,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,0.25,5.25,Washington,1,1,0,2,1
28,No,Yes,Yes,Rarely,More than 1000,No,Yes,Maybe,Some of them,No,No,Male,1.0,1.0,0.5,0.5,0.5,0.5,4.0,Washington,0,1,0,6,1
40,No,Yes,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Some of them,Some of them,Yes,Male,1.0,1.0,1.0,1.0,1.0,0.0,5.0,Washington,1,1,0,6,2
31,No,Yes,Yes,Sometimes,500-1000,No,Yes,Maybe,Some of them,Yes,No,Female,1.0,1.0,0.0,0.5,1.0,0.75,4.25,Arizona,0,1,0,5,1
32,No,Yes,No,Sometimes,100-500,No,Yes,Yes,Some of them,No,No,Male,1.0,1.0,1.0,1.0,0.5,0.5,5.0,Washington,0,1,0,4,2
28,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Maybe,Some of them,No,No,Male,0.5,0.0,0.5,0.5,0.5,0.75,2.75,Washington,0,1,0,6,1
39,No,Yes,Yes,Often,26-100,No,Yes,Yes,Some of them,No,No,Male,1.0,1.0,0.0,0.0,1.0,0.5,3.5,Arizona,0,1,0,3,2
45,No,No,No,Don't know,More than 1000,No,No,No,Some of them,Some of them,No,Male,1.0,1.0,1.0,1.0,0.5,0.5,5.0,New York,0,0,0,6,0
43,No,No,Yes,Rarely,More than 1000,No,Yes,No,Yes,Yes,No,Male,1.0,1.0,1.0,1.0,0.5,0.75,5.25,Washington,0,1,0,6,0
35,No,No,Yes,Sometimes,More than 1000,No,Yes,Maybe,Some of them,Some of them,No,Male,1.0,1.0,0.5,1.0,0.5,0.0,4.0,California,0,1,0,6,1
40,No,Yes,Yes,Sometimes,6-25,No,Yes,Maybe,Some of them,Some of them,No,Male,1.0,1.0,0.5,0.5,1.0,1.0,5.0,Washington,0,1,0,2,1
36,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,Some of them,No,No,Female,0.5,0.0,0.0,0.5,0.5,0.5,2.0,Washington,0,1,0,2,2
38,No,No,No,Don't know,6-25,No,Yes,Maybe,Some of them,Yes,No,Male,0.0,0.0,0.0,0.0,1.0,0.5,1.5,Tennessee,0,1,0,2,1
30,No,Yes,No,Never,More than 1000,No,No,Yes,No,No,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,Washington,0,0,0,6,2
26,No,No,Yes,Rarely,More than 1000,No,Yes,No,Some of them,Some of them,No,Male,1.0,0.5,0.5,0.5,0.5,0.5,3.5,California,0,1,0,6,0
43,No,No,No,Sometimes,More than 1000,Yes,Yes,Yes,No,No,Yes,Male,0.0,0.5,0.0,0.0,0.5,0.0,1.0,Michigan,1,1,0,6,2
40,No,Yes,Yes,Rarely,6-25,No,Yes,No,Yes,Yes,No,Male,0.5,0.5,0.0,0.5,0.5,0.5,2.5,Indiana,0,1,0,2,0
49,No,Yes,No,Never,More than 1000,No,Yes,No,Yes,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,0.5,5.5,Georgia,0,1,0,6,0
38,No,No,No,Never,More than 1000,No,Yes,Maybe,Some of them,Some of them,Yes,Male,1.0,1.0,1.0,1.0,1.0,0.75,5.75,Washington,0,1,0,6,1
40,No,Yes,Yes,Sometimes,1-5,Yes,Yes,Maybe,Some of them,Yes,No,Male,0.0,0.0,0.0,0.0,0.5,0.5,1.0,Maine,1,1,0,1,1
28,No,Yes,Yes,Often,100-500,No,Yes,Maybe,Some of them,Some of them,No,Male,0.5,0.5,0.0,0.5,0.5,0.5,2.5,New York,0,1,0,4,1
23,No,Yes,No,Sometimes,26-100,No,Yes,No,No,No,No,Male,1.0,0.5,1.0,1.0,1.0,0.75,5.25,Pennsylvania,0,1,0,3,0
30,No,Yes,Yes,Sometimes,26-100,No,Yes,No,Some of them,No,No,Female,1.0,1.0,1.0,0.5,1.0,1.0,5.5,Illinois,0,1,0,3,0
39,No,No,Yes,Rarely,100-500,Yes,Yes,Maybe,Some of them,Yes,No,Male,1.0,1.0,0.0,0.0,1.0,1.0,4.0,Minnesota,1,1,0,4,1
31,No,Yes,No,Never,More than 1000,No,No,Yes,No,No,No,Female,1.0,0.5,0.0,0.5,0.5,0.5,3.0,Texas,0,0,0,6,2
25,No,Yes,Yes,Often,6-25,Yes,Yes,No,Yes,Yes,No,Male,1.0,1.0,0.0,0.5,1.0,0.75,4.25,Pennsylvania,1,1,0,2,0
42,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Maybe,Some of them,Yes,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,Indiana,1,1,0,2,1
34,No,Yes,Yes,Often,100-500,No,Yes,No,Yes,Yes,No,Male,1.0,1.0,0.0,0.0,1.0,1.0,4.0,Pennsylvania,0,1,0,4,0
26,No,No,Yes,Sometimes,26-100,Yes,Yes,Maybe,Some of them,No,Yes,Female,0.5,0.0,0.0,0.5,0.5,0.5,2.0,Ohio,1,1,0,3,1
38,No,Yes,Yes,Sometimes,100-500,Yes,No,No,Yes,Yes,No,Male,1.0,1.0,0.0,1.0,1.0,1.0,5.0,Pennsylvania,1,0,0,4,0
34,No,No,No,Sometimes,100-500,No,Yes,Yes,Some of them,No,No,Male,0.5,0.0,0.0,0.0,0.5,0.5,1.5,South Dakota,0,1,0,4,2
39,No,Yes,Yes,Sometimes,6-25,Yes,Yes,No,Some of them,Yes,No,Male,0.0,1.0,0.0,0.0,1.0,0.75,2.75,Indiana,1,1,0,2,0
44,No,No,No,Don't know,100-500,No,Yes,Yes,No,No,No,Female,0.5,0.5,0.0,0.0,0.5,0.5,2.0,California,0,1,0,4,2
40,No,No,No,Don't know,More than 1000,No,No,Maybe,No,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,0.5,5.5,Tennessee,0,0,0,6,1
33,Yes,No,No,Never,1-5,Yes,Yes,Maybe,No,Some of them,No,Female,0.0,1.0,0.5,0.5,1.0,0.75,3.75,Texas,1,1,1,1,1
24,No,Yes,No,Sometimes,More than 1000,No,No,Yes,Some of them,Some of them,Yes,Female,1.0,1.0,0.0,0.5,0.5,0.25,3.25,Tennessee,0,0,0,6,2
38,No,Yes,No,Sometimes,26-100,Yes,Yes,No,Some of them,Yes,No,Female,0.5,0.5,0.5,0.5,0.5,0.5,3.0,Oregon,1,1,0,3,0
31,No,No,No,Sometimes,More than 1000,No,Yes,Yes,Some of them,Some of them,No,Male,1.0,0.5,1.0,1.0,1.0,0.5,5.0,South Dakota,0,1,0,6,2
26,No,No,No,Don't know,6-25,No,Yes,No,Yes,Yes,No,Female,0.5,0.5,0.0,0.0,0.5,0.75,2.25,New York,0,1,0,2,0
46,No,No,Yes,Often,More than 1000,No,No,Yes,Some of them,Some of them,Yes,Female,1.0,1.0,1.0,1.0,0.5,0.5,5.0,Connecticut,0,0,0,6,2
30,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Maybe,Some of them,No,No,Male,1.0,0.0,0.0,0.0,0.5,0.5,2.0,California,1,1,0,3,1
30,No,Yes,Yes,Sometimes,500-1000,No,No,Maybe,Some of them,Some of them,Yes,Female,1.0,1.0,1.0,1.0,1.0,0.75,5.75,Georgia,0,0,0,5,1
32,No,No,No,Never,6-25,No,Yes,No,Yes,Yes,No,Male,1.0,1.0,1.0,1.0,0.5,0.75,5.25,Tennessee,0,1,0,2,0
37,No,Yes,No,Sometimes,26-100,Yes,Yes,Maybe,Some of them,Some of them,No,Male,0.5,0.0,0.0,0.0,0.5,0.75,1.75,Indiana,1,1,0,3,1
42,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Maybe,Some of them,Some of them,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,California,1,1,0,2,1
25,No,No,No,Never,More than 1000,No,Yes,Maybe,Some of them,Yes,No,Female,1.0,1.0,1.0,1.0,0.5,0.5,5.0,Oregon,0,1,0,6,1
19,No,No,No,Sometimes,1-5,No,Yes,No,Some of them,Yes,No,Male,0.5,0.5,0.0,0.0,0.5,0.5,2.0,Indiana,0,1,0,1,0
40,No,Yes,No,Never,100-500,Yes,Yes,Yes,No,No,No,Female,1.0,1.0,1.0,0.0,0.5,0.5,4.0,Georgia,1,1,0,4,2
34,No,No,No,Don't know,More than 1000,No,No,Maybe,Some of them,Yes,No,Male,1.0,0.5,1.0,0.5,0.5,0.5,4.0,Indiana,0,0,0,6,1
26,No,Yes,No,Don't know,6-25,No,Yes,No,Some of them,Yes,No,Male,0.5,0.5,0.0,0.0,0.5,0.5,2.0,Minnesota,0,1,0,2,0
31,No,Yes,Yes,Rarely,6-25,No,Yes,No,Yes,Yes,No,Male,0.5,0.5,0.5,0.5,1.0,0.5,3.5,Minnesota,0,1,0,2,0
40,No,Yes,No,Sometimes,More than 1000,Yes,No,Yes,Some of them,Some of them,No,Male,1.0,0.5,1.0,0.5,0.5,0.5,4.0,North Carolina,1,0,0,6,2
31,No,Yes,Yes,Often,26-100,No,Yes,Yes,No,No,Yes,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida,0,1,0,3,2
36,No,No,No,Never,100-500,No,No,Yes,No,No,Yes,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,Minnesota,0,0,0,4,2
44,No,No,No,Don't know,More than 1000,Yes,No,Yes,Some of them,No,No,Male,0.5,0.0,0.5,0.5,1.0,0.5,3.0,Missouri,1,0,0,6,2
34,No,No,No,Sometimes,1-5,No,Yes,No,Some of them,Yes,No,Female,0.0,0.5,0.0,0.0,0.5,1.0,2.0,California,0,1,0,1,0
35,No,No,No,Don't know,6-25,Yes,Yes,No,No,No,No,Male,0.0,0.0,0.0,0.0,0.5,0.5,1.0,Oregon,1,1,0,2,0
28,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Some of them,Some of them,No,Female,0.5,0.0,0.0,0.0,0.5,0.75,1.75,Ohio,1,1,0,3,2
33,No,No,No,Don't know,6-25,Yes,Yes,No,Some of them,Yes,No,Male,1.0,0.0,0.5,1.0,1.0,0.5,4.0,New York,1,1,0,2,0
40,No,Yes,Yes,Sometimes,More than 1000,Yes,Yes,Yes,No,No,No,Male,1.0,1.0,0.0,1.0,0.5,0.5,4.0,Wisconsin,1,1,0,6,2
26,No,No,Yes,Sometimes,6-25,No,Yes,Maybe,Some of them,No,No,Male,1.0,1.0,0.0,0.0,1.0,0.5,3.5,Washington,0,1,0,2,1
41,Yes,No,Yes,Often,1-5,Yes,No,No,Some of them,Some of them,Yes,Male,0.0,1.0,1.0,1.0,1.0,0.0,4.0,Illinois,1,0,1,1,0
26,No,Yes,Yes,Sometimes,More than 1000,No,Yes,No,Some of them,Yes,Yes,Female,1.0,1.0,0.0,0.0,0.5,0.5,3.0,Washington,0,1,0,6,0
23,No,Yes,No,Sometimes,26-100,No,No,Yes,No,Some of them,No,Female,0.0,0.0,0.0,0.0,0.5,0.25,0.75,Illinois,0,0,0,3,2
36,No,No,No,Never,1-5,Yes,Yes,No,Some of them,Some of them,No,Male,0.5,0.5,0.5,0.5,0.5,1.0,3.5,Florida,1,1,0,1,0
42,No,No,No,Rarely,More than 1000,No,No,Maybe,Some of them,No,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,Tennessee,0,0,0,6,1
39,No,Yes,Yes,Sometimes,500-1000,No,Yes,No,Some of them,Yes,No,Male,1.0,1.0,0.0,0.5,1.0,1.0,4.5,Washington,0,1,0,5,0
27,No,No,No,Never,6-25,No,Yes,Maybe,Some of them,Yes,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,California,0,1,0,2,1
33,Yes,No,No,Never,6-25,Yes,Yes,Maybe,Some of them,Yes,No,Male,0.5,0.0,0.0,0.0,0.0,1.0,1.5,Florida,1,1,1,2,1
28,No,No,Yes,Rarely,6-25,No,Yes,No,Some of them,Some of them,No,Female,1.0,1.0,0.5,1.0,1.0,1.0,5.5,Oregon,0,1,0,2,0
29,No,No,Yes,Often,More than 1000,Yes,No,No,Some of them,Yes,No,Female,1.0,0.0,0.0,0.0,0.5,0.75,2.25,New Jersey,1,0,0,6,0
27,No,No,Yes,Sometimes,100-500,No,Yes,Maybe,Some of them,No,No,Male,0.5,0.5,0.0,0.0,1.0,0.0,2.0,California,0,1,0,4,1
44,Yes,No,No,Never,1-5,Yes,Yes,No,No,No,No,Male,0.5,0.0,0.0,0.0,1.0,0.25,1.75,Florida,1,1,1,1,0
25,No,No,Yes,Often,6-25,Yes,Yes,Maybe,Some of them,No,No,Male,0.5,0.0,0.0,0.0,0.5,0.75,1.75,Utah,1,1,0,2,1
34,No,No,No,Never,6-25,Yes,Yes,Maybe,No,Some of them,No,Male,1.0,0.5,0.5,0.5,0.5,0.75,3.75,New Jersey,1,1,0,2,1
26,No,No,No,Never,More than 1000,No,No,Maybe,No,Yes,No,Male,1.0,1.0,0.0,0.5,0.5,0.25,3.25,Pennsylvania,0,0,0,6,1
48,No,No,No,Never,26-100,No,No,Maybe,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,0.5,5.5,Indiana,0,0,0,3,1
39,No,No,Yes,Sometimes,6-25,Yes,Yes,Maybe,Some of them,Some of them,No,Female,0.0,0.0,0.0,0.0,0.5,0.5,1.0,Ohio,1,1,0,2,1
43,No,No,No,Sometimes,More than 1000,Yes,Yes,Maybe,No,No,No,Male,1.0,0.5,0.0,1.0,0.5,0.5,3.5,Ohio,1,1,0,6,1
41,No,No,No,Rarely,More than 1000,No,Yes,Maybe,Some of them,No,Yes,Male,1.0,1.0,1.0,1.0,0.5,0.5,5.0,Illinois,0,1,0,6,1
25,No,No,No,Never,More than 1000,No,No,No,Some of them,Yes,No,Male,0.5,0.0,0.0,0.0,0.5,0.5,1.5,Indiana,0,0,0,6,0
31,No,No,Yes,Sometimes,100-500,No,Yes,Maybe,Some of them,No,No,Male,1.0,1.0,0.0,0.0,0.5,0.75,3.25,California,0,1,0,4,1
